gvkey,fyear,TFP
1475,1988,-.4592592
1475,1989,-.830872
1475,1990,-.7844263
1475,1991,-.8484602
1475,1992,-.6153401
1475,1993,-.573766
1475,1994,-.5252672
1477,1985,-.2165668
1477,1986,-.0479505
1477,1987,-.5242788
1478,1963,.0887503
1478,1964,.0206118
1478,1965,.0279792
1478,1966,-.0324051
1478,1967,.0371792
1478,1968,-.0621335
1478,1969,-.0309024
1478,1970,.0563249
1478,1971,.0048587
1478,1972,.0186813
1478,1973,.0588573
1478,1974,.0423421
1478,1975,.0617089
1478,1976,.085
1478,1977,.1649251
1478,1978,.1749458
1478,1979,.3096956
1478,1980,.3177915
1478,1981,.2498806
1478,1982,.1937514
1478,1983,.2112412
1478,1984,.2554205
1478,1985,.2648731
1478,1986,.1960065
1478,1987,.2231791
1478,1988,.2097243
1478,1989,.2666039
1478,1990,.1973535
1478,1991,.1781631
1478,1992,.0844977
1478,1993,.1358049
1478,1994,.0127103
1478,1995,.1349541
1478,1996,.2783805
1478,1997,.3484419
1478,1998,.2844259
1478,1999,.1378628
1478,2000,.2416148
1478,2001,.2198842
1478,2002,.0281579
1478,2003,.1142315
1478,2004,.1145143
1478,2005,.1428865
1478,2006,.1530468
1478,2007,.1982235
1478,2008,.2849811
1479,1980,-1.887658
1479,1981,-.8186262
1479,1984,-.4359567
1479,1985,-.2567633
1479,1986,-.1462186
1479,1987,.0456727
1479,1988,-.0533935
1479,1989,.1656328
1479,1990,.1404887
1479,1991,-.0328681
1479,1992,-.186345
1481,1964,.0167454
1481,1965,.0343541
1481,1966,-.0614257
1481,1967,.005171
1481,1968,.0345362
1481,1969,-.0505065
1481,1970,-.0394154
1481,1971,-.1016289
1481,1972,-.0689041
1481,1973,-.1793953
1481,1974,-.2565572
1481,1975,-.2944835
1481,1976,-.2567749
1481,1977,-.0867793
1481,1978,-.0833964
1481,1979,-.0310368
1481,1980,-.0711414
1481,1981,-.0541748
1481,1982,.0253716
1481,1983,.0592011
1481,1984,.1496349
1485,1987,-.0048465
1485,1988,.0467093
1485,1989,-.0148118
1485,1990,-.0697404
1485,1991,-.0819696
1485,1992,-.0947782
1485,1993,.0025958
1485,1994,.0741498
1485,1995,.0368991
1485,1996,.146732
1485,1997,.108981
1485,1998,.2158061
1488,1972,-.239117
1488,1973,-.1727713
1488,1974,.194616
1488,1975,.105347
1488,1976,-.0294807
1488,1977,-.2321535
1488,1978,-1.331372
1491,1968,-.2404059
1491,1969,-.2730591
1491,1970,-.1895939
1491,1971,-.2546693
1491,1980,-.1244155
1491,1981,-.0652681
1491,1982,-.1057168
1491,1983,-.0488416
1491,1984,-.0711563
1491,1985,-.6103028
1491,1986,-.6116758
1491,1987,-.778798
1491,1988,-.8552679
1491,1989,-.75618
1491,1990,-.5555342
1491,1991,-.4041716
1491,1992,-.3454882
1491,1993,-.4990356
1491,1994,-.5115415
1491,1995,-.6928362
1491,1996,-.6920603
1491,1997,-.5531535
1491,1998,-.5914802
1491,1999,-.4709338
1491,2010,-.7859432
1491,2011,-.9803454
1491,2014,-.930864
1491,2015,-.7769324
1494,1986,-.0688076
1494,1987,.1877461
1494,1988,.2856443
1494,1989,-.3140538
1494,1990,-.1998209
1494,1991,-.3335775
1494,1992,-.213499
1494,1993,-.4241896
1494,1994,-.4506139
1494,1995,-.3846644
1494,1996,-.2954063
1496,1983,-.0666354
1496,1984,-.7832552
1496,1987,-.6171451
1496,1988,-.4611832
1496,1989,-.8298105
1497,1983,-.1368324
1497,1987,-.6041893
1497,1988,-.6781581
1497,1990,-.2927402
1498,1966,-.3354894
1498,1967,-.3909859
1498,1968,-.3520719
1498,1969,-.3858024
1498,1970,-.3559737
1498,1971,-.32111
1498,1972,-.4158675
1498,1973,-.4401156
1498,1974,-.2556422
1498,1975,-.1552694
1498,1976,-.4441069
1498,1977,-.2959951
1498,1978,-.3726995
1498,1979,-.4648999
1498,1980,-.426911
1498,1981,-.4947575
1498,1982,-.627626
1498,1983,-.5755051
1498,1984,-.5402305
1498,1985,-.7437128
1498,1986,-.3775113
1498,1987,-.4049267
1498,1988,-.6126919
1498,1989,-.2699101
1498,1990,-.0992704
1498,1991,-.3045691
1498,1992,-.2263094
1498,1993,-.3252917
1498,1994,-.1747227
1500,1985,-.2710679
1500,1988,-.3145751
1500,1989,-.4268526
1500,1990,-.3080756
1500,1991,-.2989286
1500,1992,-.2259697
1500,1993,-.2682383
1500,1994,-.2463561
1500,1995,-.203956
1500,1996,-.2550918
1500,1997,-.1816579
1500,1998,-.117887
1500,1999,.0182852
1500,2000,.196388
1500,2001,.0988438
1500,2002,.0946107
1500,2003,-.2458985
1501,1966,-.2690139
1501,1967,-.2786911
1501,1968,-.2955635
1501,1972,-.36221
1501,1973,-.3530543
1501,1974,-.3117469
1501,1975,-.3474272
1501,1976,-.3719885
1501,1977,-.2986306
1501,1978,-.22604
1503,1973,-.1847269
1505,1976,-.4060858
1505,1977,-.3668096
1505,1978,-.4709221
1505,1979,-.5339032
1505,1980,-.500101
1505,1981,-.5933243
1508,1977,-.3676556
1508,1978,-.4004875
1508,1979,-.452564
1508,1980,-.3202853
1508,1981,-.4318801
1510,1972,-.0754286
1510,1973,-.1447075
1510,1974,-.1785758
1510,1975,-.1779623
1510,1976,-.2415427
1510,1977,-.2387586
1511,1983,-.8100454
1511,1984,-.4908511
1512,1972,-.3199548
1512,1973,-.1277252
1512,1974,-.1206444
1512,1975,-.3849729
1512,1976,-.8231081
1512,1977,-.3721234
1512,1978,-.3785751
1512,1979,-.3686402
1512,1980,-.3509244
1514,1979,-2.192668
1514,1980,-2.29103
1514,1981,-1.033976
1514,1982,-1.153615
1514,1983,-1.02027
1514,1984,-1.694553
1514,1985,-.8268402
1514,1986,-1.42094
1514,1987,-2.2269
1514,1988,-1.392658
1514,1989,-1.250705
1516,1972,-.3009531
1516,1973,-.367198
1516,1974,-.2968857
1516,1975,-.405097
1516,1976,-.3150636
1516,1977,-.3172692
1516,1978,-.270027
1516,1979,-.2555145
1516,1980,-.1788598
1517,1963,-.1093123
1517,1964,-.2983542
1517,1965,-.4161233
1517,1966,-.7507394
1517,1967,-1.074415
1517,1968,-.5252057
1517,1969,-.4099575
1517,1970,-.6946208
1517,1971,-.4453558
1517,1972,-.3830537
1517,1973,-.2362402
1517,1974,-.3184016
1517,1975,-.5934937
1517,1976,-.5348126
1517,1977,-.426502
1517,1978,-.3160808
1517,1979,-.1104188
1517,1980,-1.254082
1517,1981,-.8851889
1517,1982,-.8883632
1517,1983,-1.07301
1517,1984,-.3683577
1517,1985,-.5053768
1517,1986,-.4235057
1519,1970,-.5021725
1519,1971,-.3503108
1519,1972,-.2385563
1519,1973,-.2436678
1519,1974,-.2762697
1519,1975,-.5877613
1522,1981,-.1689726
1523,2001,-.5738285
1523,2002,-.6825452
1523,2003,-.6281441
1523,2004,-.711863
1523,2005,-.8012149
1523,2006,-.743302
1523,2007,-.6633685
1523,2008,-.7557616
1523,2009,-.7302025
1523,2010,-.8028846
1529,1986,-1.015044
1530,1979,-1.0855
1530,1980,-.8428916
1533,1982,-1.284971
1533,1983,-.8334455
1533,1984,-.6674476
1533,1987,-.3641598
1533,1990,.4604042
1533,1991,.4201828
1533,1992,.3745048
1533,1993,.4730081
1533,1994,-.0613071
1533,1995,-.8122
1533,1996,-.5437748
1533,1997,-.7943223
1533,1998,-.0873843
1533,1999,.2952779
1533,2000,.1223533
1533,2001,.3746228
1533,2002,.3720622
1533,2003,.3418756
1533,2004,-.608909
1533,2005,-.6008169
1533,2006,-.1649018
1533,2007,-.1618237
1533,2008,-.2770045
1533,2009,-.3788139
1533,2010,-.7351695
1533,2011,-.7937292
1533,2012,-.4474544
1533,2013,-.0428085
1536,1977,.1360001
1537,1963,-.2531579
1537,1964,-.4385352
1537,1965,-.3874955
1537,1966,-.1179089
1537,1967,-.0606853
1537,1968,-.1427747
1537,1969,-.1015989
1537,1970,-.114165
1537,1971,-.2630659
1537,1972,-.242402
1537,1973,-.2440106
1537,1974,.0386992
1537,1975,-.3144657
1537,1976,-.2959747
1537,1977,-.1447191
1537,1978,.0363826
1537,1979,.0737964
1537,1980,.3381398
1537,1981,.2158747
1537,1982,-.0474146
1537,1983,-.0657771
1537,1984,-.1652628
1537,1985,-.210171
1537,1986,-.4816923
1537,1987,.333079
1537,1988,.3224406
1537,1989,.2124994
1537,1990,.047691
1537,1991,.0091764
1537,1992,-.1106308
1537,1993,-.3378046
1537,1994,.1528142
1537,1995,.2544999
1537,1996,.1760225
1537,1997,.0487796
1542,1967,-.4460436
1542,1971,-.4863495
1542,1972,-.5025246
1542,1973,-.3642024
1542,1974,-.3052209
1542,1975,-.2658959
1542,1976,-.3297845
1542,1977,-.3702311
1542,1978,-.4651284
1542,1979,-.3524368
1542,1980,-.3654686
1542,1981,-.2930198
1542,1982,-.3325221
1542,1983,-.3647972
1542,1984,-.2027564
1542,1985,-.3062174
1542,1986,-.378633
1542,1987,-.402609
1542,1988,-.275477
1542,1989,-.31212
1542,1990,-.5202519
1542,1991,-.4376744
1542,1992,-.5642868
1542,1993,-.6145493
1542,1994,-.4521573
1542,1995,-.5208141
1542,1996,-.3284246
1542,1997,-.2562374
1542,1998,-.2969297
1542,1999,-.3622825
1543,1994,-.301859
1544,1974,-.4595206
1544,1975,-.1383142
1544,1976,-.3686382
1544,1977,-.0100497
1544,1978,-.143386
1544,1979,-.1926889
1544,1980,-.1439839
1544,1981,.0726829
1544,1982,.0373277
1544,1983,-.3509262
1544,1984,-.8185987
1546,1972,-.4800453
1546,1977,-.4630037
1546,1978,-.4142292
1546,1979,-.4210214
1546,1980,-.3103555
1546,1988,-.6985674
1547,1973,-.2503223
1547,1974,-.1556517
1552,1971,-.07839
1552,1972,-.0428573
1552,1973,.0565008
1552,1974,-.1199136
1552,1975,-.2561273
1552,1976,-.2463973
1552,1977,-.2787427
1554,1970,-.3952777
1554,1971,-.4063471
1554,1972,-.2393824
1554,1973,-.2362459
1554,1974,-.2339066
1554,1975,-.2061321
1554,1976,-.4768642
1554,1977,-1.900423
1554,1978,-1.165473
1554,1979,-.4919598
1554,1980,-.541275
1554,1981,-1.123475
1554,1982,-2.398319
1554,1983,-.8266349
1554,1984,-.5992779
1554,1985,-.5002341
1554,1986,-.8474643
1554,1987,-1.126133
1554,1988,-.8101438
1554,1989,-1.559069
1554,1990,-1.254323
1554,1991,-1.233019
1554,1992,-.726993
1554,1994,-1.663088
1554,1995,-.9884911
1554,1996,-.9050934
1554,1997,-.7462964
1554,1998,-.6653469
1554,1999,-.7731667
1554,2000,-.6610634
1554,2001,-.9740431
1554,2002,-1.807213
1554,2003,-.6551503
1554,2004,-.2549524
1554,2005,.7138405
1554,2006,.3396691
1554,2007,.0221352
1554,2008,.3845035
1554,2009,.4156621
1554,2010,.4437374
1554,2011,-.015834
1554,2012,-.1190777
1554,2013,-.1678744
1554,2014,-.8155559
1554,2015,-1.025935
1555,1969,-.1785461
1555,1970,-.0345224
1555,1971,-.2724902
1555,1972,-.3910413
1555,1973,-.4431425
1555,1974,-.314005
1555,1975,-.2674484
1555,1976,-.3319192
1555,1977,-.4609334
1555,1978,-.4835425
1555,1979,-.7658635
1555,1980,-.1954338
1555,1981,-.3452039
1558,1978,-.4354005
1558,1979,-.420871
1558,1980,-.3611493
1558,1981,-.3766827
1558,1982,-.3526537
1558,1983,-.2239264
1558,1984,-.3194327
1558,1985,-.4121343
1558,1986,-.4745386
1559,1988,-.2055677
1559,1989,.406352
1559,1990,-.2038063
1559,1991,-.3110655
1559,1992,-.5477454
1559,1993,-.68356
1559,1994,-.5332339
1559,1995,-.7163537
1559,1996,-.4082021
1559,1997,-.4998603
1560,1964,-.5443145
1560,1965,-.4731097
1560,1966,-.3562209
1560,1967,-.4280976
1560,1974,-.3736222
1560,1975,-.5600185
1560,1976,-.1955054
1560,1977,-.1823804
1560,1978,-.2704696
1560,1979,-.2048874
1560,1980,-.1184112
1560,1981,-.1860233
1560,1982,-.3518997
1560,1983,-.7013316
1560,1984,-.3683408
1560,1985,-.0708899
1560,1986,-.6172348
1560,1988,-1.169703
1560,1989,-1.459366
1560,1990,-.7352527
1560,1991,-.6361005
1560,1992,-.615926
1561,1977,-.4344201
1561,1978,-.4442943
1561,1979,-.5480886
1561,1980,-.6461224
1561,1981,-.6788975
1561,1982,-.683918
1562,1985,.1849435
1562,1986,.3095904
1562,1987,.2417971
1562,1988,.2168225
1562,1989,.1463393
1562,1990,.0458944
1562,1991,-.0058748
1562,1992,-.5935489
1562,1993,-1.703392
1562,1994,-2.521185
1562,1995,-1.329123
1562,1996,-.7043324
1562,1997,-.4374111
1562,1998,-1.525532
1562,1999,-.7000923
1562,2000,-1.933177
1562,2001,-.2650934
1562,2002,-.394097
1562,2003,-.5518757
1562,2004,-.7005802
1562,2005,-.5753201
1562,2006,-.3949933
1562,2007,-.4547098
1562,2008,-.5852193
1562,2009,-.6536646
1562,2010,-.5352062
1562,2011,-.3128496
1562,2012,-.3946909
1562,2013,-.3910019
1562,2014,-.3667179
1562,2015,-.264548
1562,2016,-.4021387
1564,1983,-.4813188
1564,1984,-1.678324
1564,1985,-2.181075
1565,1976,-.4870258
1565,1977,-.532691
1565,1978,-.6786137
1566,1977,-.397067
1566,1978,-.3506007
1566,1979,-.4656971
1567,1963,-.3895603
1567,1964,-.5128464
1567,1965,-.5451863
1567,1966,-.5895866
1567,1967,-.4895264
1567,1968,-.3423799
1567,1969,-.3823465
1567,1970,-.4428227
1567,1971,-.4676494
1567,1972,-.4652198
1567,1973,-.3788944
1567,1974,-.3594959
1567,1975,-.4025005
1567,1976,-.3241364
1567,1977,-.2400445
1567,1978,-.1825097
1567,1979,-.084582
1567,1980,-.0667319
1567,1981,-.2568053
1567,1982,-.4167809
1567,1983,-.4325687
1567,1984,-.3303459
1567,1985,-.3733088
1567,1986,-.2022281
1567,1987,-.1660545
1567,1988,-.2104967
1567,1989,-.1498804
1567,1990,-.2004384
1567,1991,-.2325036
1567,1992,-.2393799
1567,1993,-.3065868
1567,1994,-.2345401
1567,1995,-.1302714
1567,1996,-.2368112
1567,1997,-.2256485
1567,1998,-.1350724
1567,1999,-.2390881
1567,2000,-.2283956
1567,2001,-.2109747
1567,2002,-.2847144
1567,2003,-.2907666
1567,2004,-.2598275
1567,2005,-.2517664
1567,2006,-.2704677
1567,2007,-.30609
1569,1983,-.7992845
1571,1966,-.2309195
1571,1967,-.161856
1571,1968,-.1998515
1571,1969,-.2150579
1571,1970,-.1014225
1571,1971,-.1015108
1571,1972,-.0176167
1571,1973,-.1363202
1571,1974,-.2693211
1571,1975,-.3290797
1571,1976,-.382409
1571,1977,-.291854
1571,1978,-.2306493
1571,1979,-.214875
1571,1980,-.2262065
1571,1981,-.203738
1571,1982,-.0648639
1571,1983,-.0553144
1572,1963,-.171617
1572,1964,-.2591155
1572,1965,-.2637671
1572,1966,-.2918651
1572,1967,-.2474092
1572,1968,-.2753746
1572,1969,-.2186412
1572,1970,-.2022972
1572,1971,-.2218456
1572,1972,-.2623666
1572,1973,-.2104348
1572,1974,-.2365334
1572,1975,-.2065447
1572,1976,-.1832548
1572,1977,-.1138138
1572,1978,-.0888939
1573,1968,-.0480508
1573,1969,.0178191
1573,1970,.0025204
1573,1971,-.1170276
1573,1972,-.1248574
1573,1973,-.1047861
1573,1974,-.0622779
1573,1975,-.0742339
1573,1976,-.0707607
1573,1977,-.0320013
1573,1978,.0044649
1573,1979,.1151287
1573,1980,-.0273479
1573,1981,-.0591296
1573,1982,-.0447857
1573,1983,-.0211249
1573,1984,.0329459
1573,1985,-.0847341
1573,1986,-.0810132
1573,1987,-.084474
1573,1988,-.1134696
1573,1989,-.143196
1573,1990,-.1759959
1573,1991,-.2084054
1573,1992,-.1930321
1573,1993,-.1243723
1573,1994,-.1792312
1573,1995,-.1632735
1573,1996,-.1843749
1573,1997,-.1725888
1573,1998,-.1686626
1577,1987,-.649193
1577,1988,-.4762371
1577,1989,-.4644139
1577,1990,-.5502653
1577,1991,-.809768
1577,1992,-.6978102
1577,1993,-.7056422
1577,1994,-.7020047
1577,1995,-.6548293
1577,1996,-.564705
1577,1997,-.5402203
1577,1998,-.3897302
1577,1999,-.6192703
1577,2000,-.3039009
1577,2001,-.0158677
1577,2002,-.8539078
1577,2003,-.6551167
1577,2004,-.6629176
1577,2005,-.5962102
1577,2006,-.4989206
1578,1971,-.2463633
1578,1972,-.2176102
1578,1973,-.1262235
1578,1974,-.4490189
1578,1975,-.5795924
1578,1976,-.259237
1578,1977,-.0272565
1578,1978,-.2249607
1578,1979,-.4108317
1579,1974,-.1796163
1579,1975,-.2216393
1579,1976,-.5065877
1579,1977,-.0263783
1581,1963,.3740235
1581,1964,.0860455
1581,1965,.0480123
1581,1966,.0287245
1581,1967,.1409232
1581,1968,.0156741
1581,1969,-.0401121
1581,1970,-.0168663
1581,1971,-.0303478
1581,1972,-.1001119
1581,1973,-.1094851
1581,1974,-.1290166
1581,1975,-.1029479
1581,1976,.0414417
1581,1977,.1483095
1581,1978,.1757764
1581,1979,.2593331
1581,1980,.2759451
1581,1981,.2059221
1581,1982,.1182635
1581,1985,-.3854897
1581,1986,-.3729203
1581,1987,-.3082225
1581,1988,-.1935758
1581,1989,-.2224518
1581,1990,-.2226022
1581,1991,-.2160614
1581,1992,-.2526226
1581,1993,-.1620738
1581,1994,-.0363006
1581,1995,-.0302804
1581,1996,.262311
1581,1997,.2186476
1581,1998,.5716882
1581,1999,.669525
1581,2000,.7301174
1581,2001,.4895226
1581,2002,.3143478
1581,2003,.0937135
1581,2004,-.0544199
1582,1972,-.1567053
1582,1973,-.0797794
1582,1974,-.1324809
1582,1975,-.2055202
1582,1976,-.2429601
1582,1977,-.0818264
1582,1978,-.0769843
1585,1977,-.8967005
1585,1978,-.4531703
1585,1979,-.5843138
1585,1980,-1.101691
1585,1981,-.999712
1585,1984,-.6559744
1585,1985,-.4998769
1585,1986,-.0556846
1585,1987,-.0247036
1585,1988,-.3314728
1585,1989,-.3394379
1585,1990,-.512422
1585,1991,-.39607
1585,1992,-.1681365
1585,1993,-.1538629
1585,1994,-.5810112
1585,1995,-.6832432
1585,1996,-.8259171
1585,1997,-.5275311
1585,1998,-.4816308
1585,1999,-.2118569
1585,2000,-.1935488
1585,2001,-.042188
1585,2002,-.2904981
1585,2003,-.1268492
1585,2004,-.1551614
1585,2005,-.0992946
1585,2006,-.0476737
1585,2007,-.4031664
1585,2008,-.3092082
1585,2009,-.7845317
1585,2010,-.5324351
1585,2011,-.6951561
1585,2012,-.6077896
1585,2013,-.5411043
1585,2014,-1.000177
1585,2015,-.8337765
1585,2016,-.6138287
1586,1983,-.4280559
1586,1984,-.3414104
1586,1985,-.3411091
1586,1986,-.5044763
1586,1988,-1.271367
1586,1989,-.7794374
1586,1990,-2.306079
1588,1968,-.1057748
1588,1969,-.1831755
1588,1972,-.1597674
1588,1973,-.2265637
1588,1974,-.6088263
1588,1975,-.2068817
1588,1976,-.2170137
1588,1977,-.5571673
1588,1978,-.4123326
1588,1979,-.190741
1588,1980,.1167133
1588,1981,.2207081
1589,1981,-.3298262
1589,1982,-.2980366
1589,1983,-.4002321
1589,1984,-.4364015
1589,1985,-.2747236
1589,1986,-.3808253
1589,1987,-.4039789
1589,1988,-.333604
1592,1980,-.6178357
1593,1969,-.2581794
1593,1970,-.1551057
1593,1971,-.3303804
1593,1972,-.2576889
1593,1973,-.230057
1593,1974,-.0638582
1593,1975,-.0155166
1593,1976,-.3514427
1593,1977,-.5065577
1593,1978,-.5300668
1593,1979,-.5553073
1593,1980,-.496211
1593,1981,-.4913175
1593,1982,-.5045558
1593,1983,-.804187
1593,1984,-.7193235
1593,1985,-.6298556
1593,1986,-.6709572
1593,1987,-.7803271
1593,1988,-.5250373
1593,1989,-.5192284
1593,1990,-.2910638
1593,1991,-.294865
1593,1992,-.4501163
1593,1993,-.6696321
1593,1994,-.5991464
1593,1995,-.5882142
1593,1996,-.6017231
1593,1997,-.5705167
1593,1998,-.5470935
1593,1999,-.6218732
1593,2000,-.5824336
1593,2001,-.4942736
1593,2002,-.6594494
1593,2003,-.5592778
1593,2004,-.8334896
1593,2005,-.7562872
1593,2006,-.5347784
1593,2007,-.5878153
1593,2008,-.3650577
1593,2009,-.4311376
1593,2010,-.5627409
1594,1965,-.1467365
1594,1966,-.136582
1594,1967,-.2751262
1594,1968,-.3240376
1594,1969,-.2649373
1594,1970,-.153705
1594,1973,-.2611733
1594,1974,-.2198087
1594,1975,-.3185542
1594,1976,-.2629671
1594,1977,-.2622806
1594,1978,-.2338445
1594,1979,-.3376588
1594,1980,-.3693457
1594,1981,-.3245351
1594,1982,-.3624712
1594,1983,-.2902839
1594,1984,-.1761696
1594,1985,-.1343802
1594,1986,-.1681969
1594,1987,-.1313976
1594,1988,-.1407313
1594,1989,-.3758695
1594,1990,-.9446573
1594,1991,-.5690248
1594,1992,-.5071981
1594,1993,.526341
1594,1994,.1879203
1594,1995,.0481543
1594,1996,-.0718642
1594,1997,-.0962125
1594,1998,-.0228581
1594,1999,-.2402653
1594,2000,-.4177685
1594,2001,-.86778
1597,1987,-.3935425
1597,1988,-.4052142
1597,1989,-.5766482
1597,1990,-.6044521
1597,1991,-.5183403
1597,1992,-.4259168
1597,1993,-.4860416
1598,1963,-.2811726
1598,1964,-.3463662
1598,1965,-.2793472
1598,1966,-.2923422
1598,1967,-.2050732
1598,1968,-.1494923
1598,1969,-.167522
1598,1970,-.2271198
1598,1971,-.3412735
1598,1972,-.3011096
1598,1973,-.2697236
1598,1974,-.2302948
1598,1975,-.2195645
1598,1976,-.2825305
1598,1977,-.2207793
1598,1978,-.2300607
1598,1979,-.2389108
1598,1980,-.2237968
1598,1981,-.1978825
1598,1982,-.1615817
1598,1983,-.0995883
1598,1984,-.0982723
1598,1985,-.1457109
1598,1986,-.2271868
1598,1987,-.1963512
1598,1988,-.2656481
1598,1989,-.1962724
1598,1990,-.1612136
1598,1991,-.2205488
1598,1992,-.1885925
1598,1993,-.4269208
1598,1994,-.2679849
1598,1995,-.3725972
1598,1996,-.3718456
1598,1997,-.4243435
1598,1998,-.2192584
1598,1999,-.2791484
1598,2000,-.4243841
1598,2001,-.1447589
1598,2002,-.0984745
1598,2003,-.2495023
1598,2004,-.3932753
1598,2005,-.2966543
1598,2006,-.2621671
1598,2007,-.1134783
1598,2008,.073593
1598,2009,.0263146
1598,2010,-.2313921
1598,2011,-.1592516
1598,2012,.0496897
1598,2013,.1082344
1598,2014,.010498
1598,2015,.029097
1598,2016,-.0478981
1599,1971,-.3016278
1599,1972,-.3389047
1599,1975,-.3667097
1599,1976,-.4477254
1599,1977,-.337905
1599,1978,-.2878493
1599,1979,-.2421701
1599,1980,-.1933026
1599,1981,-.2874264
1599,1982,-.3335494
1599,1983,-.710708
1599,1984,-.4998282
1599,1985,-.3555198
1599,1986,-.5157743
1599,1987,-.4963672
1601,1977,-.3027234
1601,1978,-.3408893
1601,1979,-.3644302
1601,1980,-.3698954
1601,1981,-.3558644
1601,1982,-.3286011
1601,1984,-.7265257
1601,1985,-.5839224
1602,1985,-.8307251
1602,1986,-.9582142
1602,1987,-1.460796
1602,1988,-.9339187
1602,1989,.1857647
1602,1990,.6540568
1602,1991,.9706102
1602,1992,1.030015
1602,1993,1.055736
1602,1994,1.119287
1602,1995,1.036188
1602,1996,1.093664
1602,1997,1.011468
1602,1998,.9899369
1602,1999,.8900441
1602,2000,.9051518
1602,2001,.9112369
1602,2002,.7743654
1602,2003,.9453154
1602,2004,.957939
1602,2005,.9748451
1602,2006,.7815576
1602,2007,.8623375
1602,2008,.8844182
1602,2009,.6398782
1602,2010,.5834325
1602,2011,.4749463
1602,2012,.5985078
1602,2013,.610118
1602,2014,.798209
1602,2015,.9604571
1602,2016,1.035369
1603,1983,-.3332811
1604,1978,-.4725809
1604,1979,-.6172013
1604,1980,-.4808686
1604,1981,-.5720586
1606,1986,-.4322015
1606,1987,-.5057298
1606,1988,-.405232
1606,1989,-1.059939
1606,1990,-.7272232
1606,1991,-.8486493
1606,1992,-.574056
1606,1993,-.5924356
1606,1994,-.8782545
1606,1995,-.7247857
1606,1996,-.7670332
1606,1997,-.6554201
1606,1998,-.6840332
1606,2000,-.7050642
1606,2001,-1.681445
1608,1963,.089648
1608,1964,.0862966
1608,1965,.0424469
1608,1966,.0285524
1608,1967,.0033067
1608,1968,.0646007
1608,1969,.1687102
1608,1970,.1724181
1608,1971,.0885135
1608,1972,.1054341
1608,1973,.0760352
1608,1974,.12187
1608,1975,-.1160732
1608,1976,.0652521
1608,1977,.2069777
1608,1978,.198293
1608,1979,.2277241
1608,1980,.1784944
1608,1981,.179827
1608,1982,.1497276
1608,1983,.2102971
1608,1984,.187023
1608,1985,.0517448
1608,1986,.2234176
1608,1987,.2499327
1608,1988,.2075318
1608,1989,.1304737
1608,1990,.1213151
1608,1991,.0455688
1608,1992,.024469
1608,1993,-.0920865
1608,1994,-.0864082
1608,1995,-.15216
1608,1996,-.1612328
1608,1997,-.2570473
1608,1998,-.2112237
1609,1963,.1558082
1609,1964,-.0568653
1609,1965,-.1112634
1609,1966,-.0678898
1609,1967,.0273483
1609,1968,-.1043535
1609,1969,-.1501528
1609,1970,-.0882411
1609,1971,-.0650804
1609,1972,-.1028262
1609,1973,-.1096667
1609,1974,.1376479
1609,1975,.2932085
1609,1976,.4650976
1609,1977,.7101205
1609,1978,.6891223
1609,1979,.4602495
1609,1980,.6322153
1609,1981,.6178074
1609,1982,.464213
1609,1983,.3918024
1609,1984,.7038803
1609,1985,.5287517
1609,1986,.473022
1609,1987,.5576417
1609,1988,.2487095
1609,1989,.3137672
1609,1990,.0421281
1609,1991,.1370191
1609,1992,.009464
1609,1993,.1352432
1609,1994,.0060737
1609,1995,.0950956
1609,1996,.1367849
1609,1997,.0341073
1610,1983,-.32581
1610,1984,-.2666968
1610,1985,-.2963576
1611,2007,-1.287273
1612,1968,-.2894648
1612,1969,-.2355985
1613,1964,-.410952
1613,1965,-.148638
1613,1967,-.2982377
1613,1968,-.3310361
1613,1969,-.178784
1613,1971,-.3077671
1613,1972,-.2956789
1613,1973,-.2355232
1613,1974,-.1240742
1613,1975,-.2914795
1613,1976,-.5382753
1613,1977,-.3627294
1613,1978,-.3234469
1613,1979,-.1862122
1613,1980,-.080018
1613,1981,-.0938474
1613,1982,-.4721824
1613,1983,-.6049504
1613,1984,-.4892557
1613,1985,-.5043439
1613,1986,-.6493755
1613,1987,-.6134043
1613,1988,-.5701718
1613,1989,-.5395467
1613,1990,-.5702222
1613,1991,-.5325952
1613,1992,-.8184435
1613,1993,-.6071982
1613,1994,-.5192716
1613,1995,-.5009825
1613,1996,-.393218
1613,1997,-.3562499
1613,1998,-.287693
1613,1999,-.3192502
1613,2000,-.359332
1613,2001,-.3665044
1613,2002,-.4143898
1614,1964,-.2745726
1614,1965,-.235112
1614,1966,-.2826504
1614,1967,-.267208
1614,1968,-.2189584
1614,1969,-.4241083
1614,1970,-.767958
1614,1971,-1.606575
1614,1972,-.5040209
1614,1973,-.4924182
1614,1974,-.2793275
1614,1975,-.468711
1614,1976,-.4679814
1614,1977,-.366279
1614,1978,-.3427964
1614,1979,-.2978566
1618,1968,1.642488
1618,1969,.8367199
1618,1970,.3258807
1618,1974,-1.344876
1618,1976,-1.166494
1618,1977,-.5589259
1618,1978,-.5870328
1618,1979,-.5900025
1618,1980,-.5286217
1618,1981,-.9850443
1618,1982,-.2518744
1618,1983,.142451
1618,1984,.0357068
1618,1985,-.0052914
1618,1986,-.2038633
1618,1987,-.5145781
1618,1988,-.4966098
1618,1989,-.8368702
1618,1990,-1.204859
1618,1991,-1.338586
1618,1992,-.7589054
1618,1993,-.737957
1618,1994,-.4770286
1618,1995,-.4022837
